postcode,state,primary_suburb,all_suburbs
5642,SA,"DARKE PEAK","DARKE PEAK|HAMBIDGE|KIELPA|NSW 2824 MURLONG|RUDALL"
5650,SA,"COOTRA","COOTRA|KOONGAWA|WARRAMBOO"
5651,SA,"KYANCUTTA","KYANCUTTA"
5652,SA,"PYGERY","PYGERY|WUDINNA"
5653,SA,"YANINEE","YANINEE"
5654,SA,"COCATA","COCATA|KARCULTABY|MINNIPA|MOUNT DAMPER"
5655,SA,"BOCKELBERG","BOCKELBERG|GAWLER RANGES|KALDOONERA|POOCHERA"
5660,SA,"CHILPENUNDA","CHILPENUNDA|CUNGENA"
5661,SA,"KOOLGERA","KOOLGERA|PIMBAACLA|WALLALA|WIRRULLA|YANTANABIE"
5670,SA,"BRAMFIELD","BRAMFIELD|COLTON|COOLILLIE|ELLISTON|KAPPAWANTA|VIC 3953 MOUNT JOY|MOUNT WEDGE|PALKAGEE|POLDA|TALIA"
5671,SA,"BAIRD BAY","BAIRD BAY|CALCA|COLLEY|MORTANA|MOUNT COOPER|PORT KENNY|TYRINGA|WINDERMERE PARK WITERA"
5680,SA,"CARAWA","CARAWA|CHINBINGINA|CHANDADA|EBA ANCHORAGE|HASLAM|INKSTER|NSW 2066 LAURA BAY|MAROOCHYDORE BC MARYVALE|MUDAMUCKLA|PETINA|PERLUBIE|PIEDNIPPIE|PUNTABIE|PUREBA|SCEALE BAY|SMOKY BAY|STREAKY BAY|WESTALL|YANERBIE"
5690,SA,"BOOKABIE","BOOKABIE|CHARRA|CEDUNA|CEDUNA WATERS|COORABIE|DENIAL BAY|FOWLERS BAY|KALANBI|KOONIBBA|MALTEE|MERGHINY|NADIA|NULLARBOR|OAK VALLEY|PAYNES CROSSING PENONG|THEVENARD|NSW 2430 UWORRA|WANDANA|WATRABA|YALATA"
5700,SA,"BLANCHE HARBOR","BLANCHE HARBOR|CULTANA|VIC 3164 DAVENPORT|MIRANDA|MUNDALLIO|PORT PATERSON|PORT AUGUSTA|WAMI KATA|WINNINOWIE"
5701,SA,"ARKAROOLA VILLAGE","ARKAROOLA VILLAGE|POINTER MOUNTAIN PORT AUGUSTA|TARCOOLA|WOOLUNDUNGA"
5710,SA,"STIRLING NORTH","STIRLING NORTH"
5713,SA,"PERNATTY","PERNATTY"
5715,SA,"CARRIEWERLOO","CARRIEWERLOO|LINCOLN GAP"
5719,SA,"GLENDAMBO","GLENDAMBO|KINGOONYA|WILGENA"
5720,SA,"BILLA KALINA","BILLA KALINA|PIMBA|WOOMERA"
5722,SA,"ANDAMOOKA","ANDAMOOKA"
5723,SA,"COOBER PEDY","COOBER PEDY|NSW 2220 INGOMAR|MCDOUALL PEAK|WILLIAM CREEK"
5724,SA,"MARLA","MARLA"
5725,SA,"OLYMPIC DAM","OLYMPIC DAM|ROXBY DOWNS"
5730,SA,"BELTANA","BELTANA|BLINMAN|PARACHILNA"
5731,SA,"FARINA","FARINA|INNAMINCKA|LA TROBE UNIVERSITY LEIGH CREEK|LINDON|LYNDHURST"
5732,SA,"COPLEY","COPLEY|MONASH UNIVERSITY MOOLAWATANA|NARRE WARREN NORTH NEPABUNNA|WERTALOONA|WOOLTANA"
5733,SA,"MARREE","MARREE|MULOORINA"
5942,SA,"REGENCY PARK","REGENCY PARK"
5950,SA,"ADELAIDE AIRPORT","ADELAIDE AIRPORT|EXPORT PARK"
6000,WA,"PERTH GPO","PERTH GPO|PERTH"
6001,WA,"PERTH","PERTH"
6003,WA,"HIGHGATE","HIGHGATE"
6004,WA,"EAST PERTH","EAST PERTH"
6005,WA,"KINGS PARK","KINGS PARK|WEST PERTH"
6006,WA,"NORTH PERTH","NORTH PERTH"
6007,WA,"LEEDERVILLE","LEEDERVILLE|WEST LEEDERVILLE"
6008,WA,"CUNJURONG POINT DAGLISH","CUNJURONG POINT DAGLISH|SHENTON PARK|SUBIACO|SUBIACO EAST"
6009,WA,"CRAWLEY","CRAWLEY|DALKEITH|NEDLANDS|NEDLANDS DC"
6010,WA,"CLAREMONT","CLAREMONT|NSW 2460 KARRAKATTA|SWANBOURNE"
6011,WA,"COTTESLOE","COTTESLOE|PEPPERMINT GROVE"
6012,WA,"MOSMAN PARK","MOSMAN PARK"
6014,WA,"FLOREAT","FLOREAT|JOLIMONT|WEMBLEY"
6015,WA,"CITY BEACH","CITY BEACH"
6016,WA,"GLENDALOUGH","GLENDALOUGH|MOUNT HAWTHORN"
6017,WA,"HAZELWOOD NORTH HERDSMAN","HAZELWOOD NORTH HERDSMAN"
6018,WA,"CHURCHLANDS","CHURCHLANDS|DOUBLEVIEW|GWELUP|GWELUP DC|INNALOO|KARRINYUP|WOODLANDS"
6019,WA,"SCARBOROUGH","SCARBOROUGH|WEMBLEY DOWNS"
6020,WA,"CARINE","CARINE|MARMION|NORTH BEACH|SORRENTO|WATERMANS BAY"
6021,WA,"BALCATTA","BALCATTA|STIRLING"
6022,WA,"HAMERSLEY","HAMERSLEY"
6023,WA,"DUNCRAIG","DUNCRAIG"
6024,WA,"GREENWOOD","GREENWOOD|WARWICK"
6025,WA,"CRAIGIE","CRAIGIE|HILLARYS|KALLAROO|PADBURY"
6026,WA,"KINGSLEY","KINGSLEY|WOODVALE"
6027,WA,"BELDON","BELDON|SA 5041 CONNOLLY|EDGEWATER|HEATHRIDGE|JOONDALUP|JOONDALUP DC|MOUNT WALKER WEST MULLALOO|OCEAN REEF"
6028,WA,"BURNS BEACH","BURNS BEACH|CURRAMBINE|ILUKA|KINROSS"
6029,WA,"TRIGG","TRIGG"
6030,WA,"CLARKSON","CLARKSON|MERRIWA|MINDARIE|QUINNS ROCKS|RIDGEWOOD|TAMALA PARK"
6031,WA,"BANKSIA GROVE","BANKSIA GROVE|CARRAMAR|NAR NAR GOON NORTH NEERABUP"
6032,WA,"NOWERGUP","NOWERGUP"
6033,WA,"CARABOODA","CARABOODA"
6034,WA,"EGLINTON","EGLINTON"
6035,WA,"YANCHEP","YANCHEP"
6036,WA,"BUTLER","BUTLER|JARLMADANGAH BURRU JINDALEE"
6037,WA,"TWO ROCKS","TWO ROCKS"
6038,WA,"ALKIMOS","ALKIMOS"
6041,WA,"CARABAN","CARABAN|VIC 3199 GABBADAH|GUILDERTON|WILBINGA|WOODRIDGE"
6042,WA,"SEABIRD","SEABIRD"
6043,WA,"BRETON BAY","BRETON BAY|LEDGE POINT"
6044,WA,"KARAKIN","KARAKIN|LAKE HUME VILLAGE LANCELIN|NEW LAMBTON HEIGHTS NILGEN|WEDGE ISLAND"
6050,WA,"COOLBINIA","COOLBINIA|MENORA|MOUNT LAWLEY"
6051,WA,"MAYLANDS","MAYLANDS"
6052,WA,"BEDFORD","BEDFORD|INGLEWOOD"
6053,WA,"BAYSWATER","BAYSWATER"
6054,WA,"ASHFIELD","ASHFIELD|BASSENDEAN|EDEN HILL|KIARA|LOCKRIDGE"
6055,WA,"BRABHAM","BRABHAM|BUSHMEAD|CAVERSHAM|DAYTON|GREENWOODS VALLEY GUILDFORD|HENLEY BROOK|HAZELMERE|SOUTH GUILDFORD|WEST SWAN"
6056,WA,"BARNAWARTHA NORTH BASKERVILLE","BARNAWARTHA NORTH BASKERVILLE|BELLEVUE|BOYA|GREENMOUNT|HELENA VALLEY|HERNE HILL|JANE BROOK|KOONGAMIA|NSW 2330 MILLENDON|MIDDLE SWAN|MIDLAND|MIDVALE|RED HILL|STRATTON|SWAN VIEW|NSW 2441 VANCOUVER PENINSULA VIVEASH|WOODBRIDGE"
6057,WA,"HIGH WYCOMBE","HIGH WYCOMBE|MAIDA VALE"
6058,WA,"FLINDERS UNIVERSITY FORRESTFIELD","FLINDERS UNIVERSITY FORRESTFIELD"
6059,WA,"DIANELLA","DIANELLA"
6060,WA,"JOONDANNA","JOONDANNA|TUART HILL|YOKINE|YOKINE SOUTH"
6061,WA,"BALGA","BALGA|MIRRABOOKA|NOLLAMARA|WESTMINSTER"
6062,WA,"EMBLETON","EMBLETON|MORLEY|NORANDA"
6063,WA,"BEECHBORO","BEECHBORO|BELLMOUNT FOREST BENNETT SPRINGS"
6064,WA,"GIRRAWHEEN","GIRRAWHEEN|KOONDOOLA|MARANGAROO"
6065,WA,"ASHBY","ASHBY|DARCH|HOCKING|KINGSWAY|LANDSDALE|MADELEY|PEARSALL|SINAGRA|TAPPING|WANGARA|QLD 4856 WANNEROO"
6066,WA,"BALLAJURA","BALLAJURA"
6067,WA,"CULLACABARDEE","CULLACABARDEE"
6068,WA,"WHITEMAN","WHITEMAN"
6069,WA,"AVELEY","AVELEY|BELHUS|BRIGADOON|ELLENBROOK|THE ENTRANCE NORTH THE VINES|UPPER COPMANHURST UPPER SWAN"
6070,WA,"DARLINGTON","DARLINGTON"
6071,WA,"GLEN FORREST","GLEN FORREST|HOVEA"
6072,WA,"QLD 4740 MAHOGANY CREEK","QLD 4740 MAHOGANY CREEK"
6073,WA,"MUNDARING","MUNDARING"
6074,WA,"SAWYERS VALLEY","SAWYERS VALLEY"
6076,WA,"BICKLEY","BICKLEY|CARMEL|GOOSEBERRY HILL|HACKETTS GULLY|KALAMUNDA|LESMURDIE|PAULLS VALLEY|PICKERING BROOK|PIESSE BROOK|RESERVOIR|WALLISTON"
6077,WA,"GNANGARA","GNANGARA|JANDABUP"
6078,WA,"MARIGINIUP","MARIGINIUP|PINJAR"
6079,WA,"LEXIA","LEXIA|MELALEUCA"
6081,WA,"PARKERVILLE","PARKERVILLE|STONEVILLE"
6082,WA,"BAILUP","BAILUP|MOUNT HELENA"
6083,WA,"GIDGEGANNUP","GIDGEGANNUP|MOONEY MOONEY CREEK MORANGUP"
6084,WA,"BULLSBROOK","BULLSBROOK|CHITTERING"
6090,WA,"MALAGA","MALAGA"
6100,WA,"BURSWOOD","BURSWOOD|LATHLAIN|VICTORIA PARK"
6101,WA,"CARLISLE","CARLISLE|CARLISLE NORTH|EAST VICTORIA PARK"
6102,WA,"BENTLEY","BENTLEY|BENTLEY DC|BENTLEY SOUTH|ST JAMES"
6103,WA,"RIVERVALE","RIVERVALE"
6104,WA,"ASCOT","ASCOT|BELMONT|REDCLIFFE"
6105,WA,"CLOVERDALE","CLOVERDALE|KEWDALE|PERTH AIRPORT"
6106,WA,"WELSHPOOL","WELSHPOOL"
6107,WA,"BECKENHAM","BECKENHAM|CANNINGTON|EAST CANNINGTON|KENWICK|QUEENS PARK|WATTLE GROVE|WILSON"
6108,WA,"THORNLIE","THORNLIE"
6109,WA,"MADDINGTON","MADDINGTON|ORANGE GROVE"
6110,WA,"GOSNELLS","GOSNELLS|NSW 2474 HUNTINGDALE|MARTIN|SOUTHERN RIVER"
6111,WA,"ASHENDON","ASHENDON|QLD 4492 CANNING MILLS|CAMILLO|CHAMPION LAKES|KANGAROO CREEK KARRAGULLEN|KELMSCOTT|KELMSCOTT DC|LESLEY|ROLEYSTONE"
6112,WA,"ARMADALE","ARMADALE|BEDFORDALE|BROOKDALE|DOOBARDA|FORRESTDALE|HAYNES|QLD 4007 HARRISDALE|HILBERT|MOUNT RICHON|MOUNT NASURA|PIARA WATERS|SA 5047 SEVILLE GROVE|WUNGONG"
6121,WA,"OLDBURY","OLDBURY"
6122,WA,"BYFORD","BYFORD|CARDUP|DARLING DOWNS|KARRAKUP"
6123,WA,"MUNDIJONG","MUNDIJONG|WHITBY"
6124,WA,"JARRAHDALE","JARRAHDALE"
6125,WA,"HOPELAND","HOPELAND|MARDELLA|SERPENTINE"
6126,WA,"KEYSBROOK","KEYSBROOK"
6147,WA,"LANGFORD","LANGFORD|LOWER SOUTHGATE LYNWOOD|PARKWOOD"
6148,WA,"FERNDALE","FERNDALE|RIVERTON|ROSSMOYNE|SHELLEY"
6149,WA,"BULL CREEK","BULL CREEK|LEEMING"
6150,WA,"BATEMAN","BATEMAN|MURDOCH|WINTHROP"
6151,WA,"KENSINGTON","KENSINGTON|SOUTH PERTH"
6152,WA,"COMO","COMO|KARAWARA|MANNING|SALTER POINT|WATERFORD"
6153,WA,"APPLECROSS","APPLECROSS|ARDROSS|BRENTWOOD|MOUNT PLEASANT"
6154,WA,"ALFRED COVE","ALFRED COVE|BOORAGOON|MYAREE"
6155,WA,"CANNING VALE","CANNING VALE|CANNING VALE DC|WILLETTON"
6156,WA,"ATTADALE","ATTADALE|MELVILLE|WILLAGEE|WILLAGEE CENTRAL"
6157,WA,"BICTON","BICTON|PALMYRA|PALMYRA DC"
6158,WA,"EAST FREMANTLE","EAST FREMANTLE"
6159,WA,"NORTH FREMANTLE","NORTH FREMANTLE"
6160,WA,"FREMANTLE","FREMANTLE"
6161,WA,"ROTTNEST ISLAND","ROTTNEST ISLAND"
6162,WA,"BEACONSFIELD","BEACONSFIELD|SOUTH FREMANTLE|WHITE GUM VALLEY"
6163,WA,"BIBRA LAKE","BIBRA LAKE|COOLBELLUP|HAMILTON HILL|HILTON|VIC 3571 KARDINYA|VIC 3458 NORTH LAKE|NORTH COOGEE|CONNOR|SAMSON|TAS 7264 SPEARWOOD"
6164,WA,"BANJUP","BANJUP|ATWELL|AUBIN GROVE|BEELIAR|HAMMOND PARK|JANDAKOT|SOUTH LAKE|SUCCESS|TREEBY|X YANGEBUP"
6165,WA,"HOPE VALLEY","HOPE VALLEY|NAVAL BASE"
6166,WA,"COOGEE","COOGEE|HENDERSON|LAKE COOGEE|MUNSTER|WATTLEUP"
6167,WA,"ANKETELL","ANKETELL|BERTRAM|CALISTA|CASUARINA|KWINANA BEACH|MANDOGALUP|MEDINA|ORELIA|PARMELIA|POSTANS|THE SPECTACLES|WANDI"
6168,WA,"COOLOONGUP","COOLOONGUP|EAST ROCKINGHAM|GARDEN ISLAND|HILLMAN|PERON|ROCKINGHAM DC|ROCKINGHAM"
6169,WA,"SAFETY BAY","SAFETY BAY|SHOALWATER|QLD 4165 WAIKIKI|WARNBRO"
6170,WA,"LEDA","LEDA|WELLARD"
6171,WA,"BALDIVIS","BALDIVIS"
6172,WA,"PORT KENNEDY","PORT KENNEDY"
6173,WA,"SECRET HARBOUR","SECRET HARBOUR"
6174,WA,"GLENORMISTON NORTH GOLDEN BAY","GLENORMISTON NORTH GOLDEN BAY"
6175,WA,"SINGLETON","SINGLETON"
6176,WA,"KARNUP","KARNUP"
6180,WA,"LAKELANDS","LAKELANDS|PARKLANDS"
6181,WA,"STAKE HILL","STAKE HILL"
6182,WA,"KERALUP","KERALUP"
6207,WA,"NAMBEELUP","NAMBEELUP|MYARA|NORTH DANDALUP|SOLUS|NSW 2500 WHITTAKER"
6208,WA,"BLYTHEWOOD","BLYTHEWOOD|FAIRBRIDGE|MEELON|NIRIMBA|OAKLEY|PINJARRA|RAVENSWOOD|POINT GREY|VIC 3205 SOUTH YUNDERUP|WEST PINJARRA"
6209,WA,"BARRAGUP","BARRAGUP|FURNISSDALE"
6210,WA,"COODANUP","COODANUP|DUDLEY PARK|ERSKINE|FALCON|GREENFIELDS|HALLS HEAD|MANDURAH|MANDURAH DC|MANDURAH EAST|MANDURAH NORTH|MADORA BAY|MEADOW SPRINGS|SHEEP STATION CREEK SILVER SANDS|SAN REMO|WALTER LEVER ESTATE WANNANUP"
6211,WA,"VIC 3685 BOUVARD","VIC 3685 BOUVARD|CLIFTON|DAWESVILLE|HERRON"
6213,WA,"BANKSIADALE","BANKSIADALE|DWELLINGUP|ETMILYN|INGLEHOPE|HOLYOAKE|MARRINUP|TEESDALE"
6214,WA,"BIRCHMONT","BIRCHMONT|COOLUP|WEST COOLUP"
6215,WA,"HAMEL","HAMEL|LAKE CLIFTON|NANGA BROOK|PORT LINCOLN SOUTH PRESTON BEACH|WAGERUP|WAROONA"
6218,WA,"YARLOOP","YARLOOP"
6219,WA,"QLD 4514 COOKERNUP","QLD 4514 COOKERNUP"
6220,WA,"HARVEY","HARVEY|HOFFMAN|MYALUP|UDUC|WARAWARRUP"
6221,WA,"MORNINGTON","MORNINGTON|WOKALUP"
6223,WA,"BENGER","BENGER"
6224,WA,"BEELA","BEELA|BRUNSWICK"
6225,WA,"ALLANSON","ALLANSON|BOWELLING|BUCKINGHAM|CARDIFF|COCKBURN CENTRAL COLLIE|WA 6164 COLLIE BURN|HARRIS RIVER|LOWER LEWIS PONDS LYALLS MILL|MCALINDEN|MOURILYAN HARBOUR MUMBALLUP|MUJA|MUNGALUP|NOGGERUP|PALMER|SHOTTS|WORSLEY|YOURDAMUNG LAKE"
6226,WA,"ROELANDS","ROELANDS"
6227,WA,"BUREKUP","BUREKUP"
6228,WA,"WATERLOO","WATERLOO"
6229,WA,"PICTON","PICTON|PICTON EAST"
6230,WA,"BUDGEWOI PENINSULA BUNBURY","BUDGEWOI PENINSULA BUNBURY|CAREY PARK|COLLEGE GROVE|DALYELLUP|DAVENPORT|EAST BUNBURY|GELORUP|GLEN IRIS|PELICAN POINT|SOUTH BUNBURY|UNIVERSITY OF MELBOURNE UPPER KARUAH RIVER USHER|VITTORIA|WITHERS"
6231,WA,"NSW 2262 BUNBURY","NSW 2262 BUNBURY"
6232,WA,"EATON","EATON|MIDDLE CAMBERWELL MILLBRIDGE"
6233,WA,"AUSTRALIND","AUSTRALIND|BINNINGUP|LESCHENAULT|PARKFIELD|WELLESLEY"
6236,WA,"CROOKED BROOK","CROOKED BROOK|DARDANUP|DARDANUP WEST|FERGUSON|HENTY|PARADISE|WAVERLEY GARDENS WELLINGTON MILL"
6237,WA,"BOYANUP","BOYANUP|ELGIN|GWINDINUP|NORTH BOYANUP|STRATHAM|THE PLAINS"
6239,WA,"ARGYLE","ARGYLE|BEELERUP|BROOKHAMPTON|CENTENARY HEIGHTS CHARLEY CREEK|DONNYBROOK|GLEN MERVYN|PAYNEDALE|QUEENWOOD|THOMSON BROOK|UPPER CAPEL|YABBERUP"
6240,WA,"LOWDEN","LOWDEN"
6243,WA,"WILGA","WILGA|SA 5690 WILGA WEST"
6244,WA,"BOYUP BROOK","BOYUP BROOK|QLD 4032 CHOWERUP|DINNINUP|KULIKUP|MAYANUP|SCOTTS BROOK|TRIGWELL|TONEBRIDGE"
6251,WA,"BRAZIER","BRAZIER|KIRUP|NEWLANDS"
6252,WA,"QLD 4340 MULLALYUP","QLD 4340 MULLALYUP"
6253,WA,"BALINGUP","BALINGUP|GRIMWADE|SOUTHAMPTON"
6254,WA,"GREENBUSHES","GREENBUSHES"
6255,WA,"BENJINUP","BENJINUP|BRIDGETOWN|CATTERICK|HESTER|HESTER BROOK|KANGAROO GULLY|WINNEJUP"
6256,WA,"GLENLYNN","GLENLYNN|KINGSTON|MANDURANG SOUTH MARANUP|SUNNYSIDE|WANDILLUP|YORNUP"
6258,WA,"BALBARRUP","BALBARRUP|DEANMILL|DIXVALE|DIAMOND TREE|DONNELLY RIVER|DINGUP|GLENORAN|JARDEE|LINFARNE|LAKE MUIR|MANJIMUP|MIDDLESEX|MORDALUP|PERUP|PALGARUP|QUINNINUP|RINGBARK|SMITH BROOK|UPPER DARTBROOK UPPER WARREN|WHITE WELL CORNER WILGARRUP|Y YANMAH"
6260,WA,"NSW 2082 BIDDELIA","NSW 2082 BIDDELIA|BEEDELUP|CABBAGE TREE CREEK CALLCUP|CHANNYBEARUP|COLLINS|EASTBROOK|LAKE JASPER|PEMBERTON|PEERABEELUP|YEAGARUP"
6262,WA,"BOORARA BROOK","BOORARA BROOK|VIC 3977 CROWEA|MEERUP|NORTHCLIFFE|SHANNON|WINDY HARBOUR"
6271,WA,"CAPEL","CAPEL|CAPEL RIVER|FORREST BEACH|STIRLING ESTATE"
6275,WA,"BARRABUP","BARRABUP|CARLOTTA|DARRADUP|CUNDINUP|EAST NANNUP|JALBARRAGUP|JARRAHWOOD|NANNUP|SCOTT RIVER EAST|YOGANUP"
6280,WA,"ACTON PARK","ACTON PARK|ABBA RIVER|ABBEY|ANNIEBROOK|AMBERGATE|BOVELL|BOALLIA|BROADWATER|BUSSELTON|CARBUNUP RIVER|CASTAWAYS BEACH CEDAR BRUSH CREEK CHAPMAN HILL|GEOGRAPHE|HITHERGREEN|KALGUP|KALOORUP|KEALY|JINDONG|LOWER BOTTLE CREEK LUDLOW|METRICUP|MARYBROOK|NORTH JINDONG|REINSCOURT|ROYAL NORTH SHORE SABINA RIVER|RUABON|SIESTA PARK|VASSE|TUTUNUP|WALSALL|WEST BUSSELTON|WILYABRUP|WONNERUP|YELVERTON|YALYALUP|YOONGARILLUP"
6281,WA,"EAGLE BAY","EAGLE BAY|DUNSBOROUGH|NATURALISTE|QUEDJINUP|QUINDALUP"
6282,WA,"YALLINGUP","YALLINGUP|YALLINGUP SIDING"
6284,WA,"BAUDIN","BAUDIN|COWARAMUP|QLD 4800 GRACETOWN|TORRENSVILLE PLAZA TREETON"
6285,WA,"BRAMLEY","BRAMLEY|BURNSIDE|GNARABUP|MARGARET RIVER|OSMINGTON|PREVELLY|ROCKINGHAM BEACH ROSA BROOK|WA 6969 ROSA GLEN|SCHROEDER|YEBBLE"
6286,WA,"BORANUP","BORANUP|FOREST GROVE|REDGATE|WITCHCLIFFE"
6288,WA,"ALEXANDRA BRIDGE","ALEXANDRA BRIDGE|COURTENAY|HAMELIN BAY|KARRIDALE|NSW 2305 NILLUP|SCOTT RIVER|WARNER GLEN"
6290,WA,"AUGUSTA","AUGUSTA|DEEPDENE|EAST AUGUSTA|KUDARDUP|LEEUWIN|SA 5062 MOLLOY ISLAND"
6302,WA,"BADGIN","BADGIN|BALLADONG|BURGES|CALJIE|COLD HARBOUR|DALIAK|QLD 4721 GILGERING|FLINT|FISHERMANS REACH FLYNN|GREENHILLS|GWAMBYGINE|INKPEN|KAURING|MACQUARIE UNIVERSITY MALEBELLING|MOUNT HARDEY|NARRALOGGAN|QUELLINGTON|ST RONANS|TALBOT|TALBOT WEST|WILBERFORCE|YORK"
6304,WA,"BALLY BALLY","BALLY BALLY|BEVERLEY|DALE|EAST BEVERLEY|KOKEBY|MORBINNING|WESTDALE"
6306,WA,"ALDERSYDE","ALDERSYDE|BULYEE|BROOKTON|JELCOBINE|KWEDA"
6308,WA,"CODJATOTINE","CODJATOTINE|DWARDA|EAST PINGELLY|SA 5086 HASTINGS|PINGELLY|SPRINGS|WANDERING|WEST PINGELLY"
6309,WA,"POPANYINNING","POPANYINNING|STRATHERNE"
6311,WA,"CONTINE","CONTINE|COMMODINE|CUBALLING|DRYANDRA|LOL GRAY|TOWNSENDALE|WARDERING|YORNANING"
6312,WA,"BOUNDAIN","BOUNDAIN|DUMBERNING|HILLSIDE|MINIGIN|NOMANS LAKE|NARROGIN|NARROGIN VALLEY|TOOLIBIN|YILLIMINNING"
6313,WA,"HIGHBURY","HIGHBURY"
6315,WA,"BALLAYING","BALLAYING|ARTHUR RIVER|CANCANNING|COLLANILLING|DONGOLOCKING|GUNDARING|JALORAN|LIME LAKE|MINDING|PIESSEVILLE|WAGIN|WEDGECARRUP"
6316,WA,"BOYERINE","BOYERINE|CARTMETICUP|GLENCOE|KENMARE|WESTWOOD|WOODANILLING"
6317,WA,"BADGEBUP","BADGEBUP|NSW 2229 CARROLUP|COBLININE|DATATINE|COYRECUP|EWLYAMARTUP|KATANNING|MARRACOONDA|MOOJEBING|MURDONG|PINWERNYING|SOUTH DATATINE|SOUTH GLENCOE"
6318,WA,"BROOMEHILL","BROOMEHILL|BROOMEHILL EAST|BROOMEHILL WEST"
6320,WA,"BOBALONG","BOBALONG|NSW 2720 BOOMAHNOOMOONAH BORDERDALE|WA 6725 DARTNALL|LAKE TOOLBRUNUP|MOONIES HILL|TAMBELLUP|WA 6084 WANSBROUGH"
6321,WA,"CRANBROOK","CRANBROOK"
6322,WA,"TENTERDEN","TENTERDEN"
6323,WA,"KENDENUP","KENDENUP"
6324,WA,"DENBARKER","DENBARKER|FOREST HILL|MOUNT BARKER|PERILLUP|PORONGURUP|SOUTH STIRLING|TAKALARUP|WOOGENELLUP"
6326,WA,"NARRIKUP","NARRIKUP"
6327,WA,"REDMOND","REDMOND|REDMOND WEST"
6328,WA,"NSW 2622 CHEYNES","NSW 2622 CHEYNES|GNOWELLEN|GREEN RANGE|MANYPEAKS|METTLER|PALMDALE|WELLSTEAD"
6330,WA,"ALBANY","ALBANY|BIG GROVE|BAYONET HEAD|BORNHOLM|CENTENNIAL PARK|PO|NSW 2469 CUTHBERT|DROME|EMU POINT|ELLEKER|FRENCHMAN BAY|GLEDHOW|GOODE BEACH|GREEN VALLEY|KALGAN|KING RIVER|KRONKUP|LITTLE BACK CREEK LOCKYER|LANGE|LITTLE GROVE|MARBELUP|LOWLANDS|LOWER KING|MCKAIL|MILLBROOK|MIDDLETON BEACH|MID NORTH COAST MC MILPARA|MOUNT CLARENCE|MIRA MAR|MOUNT MELVILLE|MURRENGENBURG|NANARUP|MYRTLE MOUNTAIN NAPIER|NSW 2074 NULLAKI|ORANA|PORT ALBANY|ROBINSON|SANDPATCH|SEPPINGS|SPENCER PARK|TORBAY|TORNDIRRUP|WARRENUP|WALMSLEY|WEST CAPE HOWE|WILLYUNG|YAKAMIA|YOUNGS SIDING"
6331,WA,"ALBANY DC","ALBANY DC"
6332,WA,"NSW 2289 ALBANY PO","NSW 2289 ALBANY PO"
6333,WA,"BOW BRIDGE","BOW BRIDGE|DENMARK|HAY|HAZELVALE|KENTDALE|KORDABUP|SA 5210 MOUNT ROMANCE|MOUNT LINDESAY|NORNALUP|OCEAN BEACH|PEACEFUL BAY|PARRYVILLE|SCOTSDALE|SHADFORTH|TRENT|TINGLEDALE|WILLIAM BAY"
6335,WA,"GNOWANGERUP","GNOWANGERUP|JACKITUP|KEBARINGUP|PALLINUP"
6336,WA,"COWALELLUP","COWALELLUP|NSW 2171 MILLS LAKE|MINDARABIN|NEEDILUP|ONGERUP|TOOMPUP"
6337,WA,"NSW 2325 FITZGERALD","NSW 2325 FITZGERALD|GAIRDNER|JACUP|JAGUNGAL WILDERNESS JERRAMUNGUP|WEST FITZGERALD"
6338,WA,"AMELUP","AMELUP|BORDEN|BOXWOOD HILL|BREMER BAY|MAGITUP|MONJEBUP|NALYERLUP|NORTH STIRLINGS|PARK"
6341,WA,"NYABING","NYABING"
6343,WA,"PINGRUP","PINGRUP"
6346,WA,"JERDACUTTUP","JERDACUTTUP|RAVENSTHORPE|WEST RIVER"
6348,WA,"HOPETOUN","HOPETOUN"
6350,WA,"BULLOCK HILLS","BULLOCK HILLS|DUMBLEYUNG|NAIRIBIN|NIPPERING"
6351,WA,"MOULYINNING","MOULYINNING|QLD 4494"
6352,WA,"KUKERIN","KUKERIN|MERILUP|NORTH KUKERIN|SOUTH KUKERIN"
6353,WA,"BEENONG","BEENONG|BUNICHE|KUENDER|LAKE GRACE|MALLEE HILL|NEENDALING|NSW 2450|NORTH BURNGUP|SOUTH LAKE GRACE|TARIN ROCK"
6355,WA,"DUNN ROCK","DUNN ROCK|EAST NEWDEGATE|HOLT ROCK|LAKE BIDDY|LAKE CAMM|NT 0872 MAGENTA|MOUNT SHERIDAN|NEWDEGATE|SOUTH EAST NANANGO SOUTH NEWDEGATE|UPPER RYANS CREEK VARLEY"
6356,WA,"HATTER HILL","HATTER HILL|LAKE KING|MOUNT MADDEN"
6357,WA,"PINGARING","PINGARING"
6358,WA,"KARLGARIN","KARLGARIN"
6359,WA,"FORRESTANIA","FORRESTANIA|HYDEN|LITTLE ITALY"
6361,WA,"HARRISMITH","HARRISMITH|TINCURRIN"
6363,WA,"DUDININ","DUDININ|WALYURIN"
6365,WA,"JILAKIN","JILAKIN|JITARNING|KULIN|KULIN WEST"
6367,WA,"KONDININ","KONDININ"
6368,WA,"SOUTH KUMMININ","SOUTH KUMMININ"
6369,WA,"MOUNT WALKER","MOUNT WALKER|NAREMBEEN|WADDERIN|WEST HOLLETON|WOOLOCUTTY"
6370,WA,"EAST WICKEPIN","EAST WICKEPIN|GILLIMANNING|MALYALLING|WOGOLIN|WICKEPIN"
